"Name","Gross Export","Share","Code","Sector"
"Horses","13034348","0.002664180589306974","0101","Agriculture"
"Bovine","795116608","0.1625193859538814","0102","Agriculture"
"Swine","31028","0.000006342027643041048","0103","Agriculture"
"Other live animals","4349990","0.0008891245593319622","0106","Agriculture"
"Beef","1003130304","0.20503674479631848","0201","Agriculture"
"Beef (frozen)","141741968","0.0289716217363362","0202","Agriculture"
"Pork","428364224","0.08755632815192173","0203","Agriculture"
"Lamb","2247238","0.00045932852637915034","0204","Agriculture"
"Horse meat","6233840","0.0012741776976374565","0205","Agriculture"
"Edible offal","63328484","0.012944147096811997","0206","Agriculture"
"Poultry","254613","0.00005204211306811945","0207","Agriculture"
"Pig and poultry fat","3251661","0.0006646294942567518","0209","Agriculture"
"Preserved meat","45464","0.00000929270158447912","0210","Agriculture"
"Live Fish","395121","0.00008076151554550799","0301","Agriculture"
"Fish, excluding fillets","192039616","0.03925230608582531","0302","Agriculture"
"Frozen fish, excluding fillets","78902792","0.016127487687801922","0303","Agriculture"
"Fish fillets","106808104","0.021831247520587956","0304","Agriculture"
"Preserved fish","8061392","0.001647723698123951","0305","Agriculture"
"Crustaceans","503767424","0.10296851001262021","0306","Agriculture"
"Molluscs","158895008","0.03247765028610379","0307","Agriculture"
"Milk","9759710","0.0019948546670125094","0401","Agriculture"
"Milk, concentrated","189912080","0.03881744427959981","0402","Agriculture"
"Fermented milk products","3374874","0.0006898138519975671","0403","Agriculture"
"Whey","1463697","0.0002991751590510588","0404","Agriculture"
"Butter","45744496","0.009350034103035343","0405","Agriculture"
"Cheese","23946214","0.004894532394423634","0406","Agriculture"
"Eggs, in shell","673051","0.00013756955160424198","0407","Agriculture"
"Egg yolks","528273","0.0001079773742771762","0408","Agriculture"
"Honey","91608320","0.01872445848177614","0409","Agriculture"
"Edible animal products, n.e.c.","14945","0.0000030547119738703254","0410","Agriculture"
"Animal guts, except fish","12703348","0.0025965252086879655","0504","Agriculture"
"Bones, simply prepared","2253110","0.00046052874509514675","0506","Agriculture"
"Whalebone & horns","160330","0.00003277095823155766","0507","Agriculture"
"Coral and shells","2443658","0.0004994761694643032","0508","Agriculture"
"Animal products used in pharmaceuticals","3478707","0.0007110369974229854","0510","Agriculture"
"Animal products n.e.c.","72127736","0.014742687106547856","0511","Agriculture"
"Flower bulbs","54146","0.000011067275646516067","0601","Agriculture"
"Other live plants","21444802","0.004383251485224376","0602","Agriculture"
"Cut flowers","31477744","0.006433953931564053","0603","Agriculture"
"Other parts of plants","23895900","0.004884248367775705","0604","Agriculture"
"Potatoes","442468","0.00009043909653091035","0701","Agriculture"
"Tomatoes","2243151616","0.4584932820743908","0702","Agriculture"
"Onions, shallots, garlic","386447328","0.07898864370102329","0703","Agriculture"
"Cabbages, cauliflowers, broccoli","436782400","0.08927697740085767","0704","Agriculture"
"Lettuce","248831712","0.05086043560555719","0705","Agriculture"
"Carrots & turnips","89727928","0.01834011214802104","0706","Agriculture"
"Cucumbers","563802688","0.11523953308356473","0707","Agriculture"
"Legumes","140343296","0.028685737487027588","0708","Agriculture"
"Other vegetables","2485814016","0.5080927293067835","0709","Agriculture"
"Frozen vegetables","485333728","0.09920071932049003","0710","Agriculture"
"Vegetables, provisionally preserved","10617370","0.002170157729676251","0711","Agriculture"
"Vegetables, dried","8941045","0.0018275220622558316","0712","Agriculture"
"Legumes, dried","243323296","0.0497345323394308","0713","Agriculture"
"Tubers","2296040","0.0004693035048835879","0714","Agriculture"
"Cashew nuts & coconuts","16727972","0.003419145959649885","0801","Agriculture"
"Other nuts","888451648","0.18159678068587645","0802","Agriculture"
"Bananas and plantains","319624992","0.06533036401543038","0803","Agriculture"
"Avocados, pineapples, mangos, etc.","3058585856","0.625165529436843","0804","Agriculture"
"Citrus fruit","686358528","0.14028956934423625","0805","Agriculture"
"Grapes","452882304","0.09256774819556914","0806","Agriculture"
"Melons and papayas","476103296","0.0973140474466596","0807","Agriculture"
"Apples & pears","532852","0.00010891330777522586","0808","Agriculture"
"Peaches & cherries","239691","0.000048992102223416","0809","Agriculture"
"Other fresh fruit","2312767488","0.47272255191512835","0810","Agriculture"
"Fruits and nuts, frozen","259750000","0.05309210004769601","0811","Agriculture"
"Fruits and nuts, provisionally preserved","222260","0.00004542925950568207","0812","Agriculture"
"Fruits, dried","7978038","0.0016306863972293383","0813","Agriculture"
"Peel of citrus fruit or melons","23390874","0.004781022608704722","0814","Agriculture"
"Coffee","347477344","0.07102329898731737","0901","Agriculture"
"Tea","536905","0.0001097417284931982","0902","Agriculture"
"Pepper","93157288","0.019041062770618025","0904","Agriculture"
"Vanilla","924900","0.00018904671158465465","0905","Agriculture"
"Cinnamon","1015255","0.00020751499531828147","0906","Agriculture"
"Cloves","3628","7.415520268452017e-7","0907","Agriculture"
"Nutmeg","52677","0.000010767016570596663","0908","Agriculture"
"Anise, fennel, etc.","135749","0.000027746677533685028","0909","Agriculture"
"Spices","12645842","0.0025847711593892445","0910","Agriculture"
"Wheat and meslin","130559976","0.02668605700872682","1001","Agriculture"
"Oats","5129","0.0000010483518042141785","1004","Agriculture"
"Corn","257175360","0.0525658515608171","1005","Agriculture"
"Rice","1455129","0.00029742388623793596","1006","Agriculture"
"Grain sorghum","386426","0.00007898428432350715","1007","Agriculture"
"Other cereals","68524","0.000014006094566576793","1008","Agriculture"
"Wheat or meslin flour","25107754","0.005131947593227873","1101","Agriculture"
"Cereal flours","152258208","0.031121108805462597","1102","Agriculture"
"Cereal meals","22451792","0.004589077139996386","1103","Agriculture"
"Worked cereal grains","138936","0.00002839809051867832","1104","Agriculture"
"Potato flour","1083105","0.0002213833263605767","1105","Agriculture"
"Flour of dried legumes","4003458","0.0008182944857468681","1106","Agriculture"
"Malt","2360","4.823767319059195e-7","1107","Agriculture"
"Starches","16895202","0.003453327256631507","1108","Agriculture"
"Wheat gluten","79571","0.000016264067345121154","1109","Agriculture"
"Soya beans","23407","0.000004784318713441466","1201","Agriculture"
"Peanuts","5424288","0.0011087077620154646","1202","Agriculture"
"Linseed","35682","0.0000072932909101131445","1204","Agriculture"
"Rape or colza seeds","1792","3.6627928117602023e-7","1205","Agriculture"
"Sunflower seeds","68109","0.000013921269844652658","1206","Agriculture"
"Other oil seeds","43503496","0.008891980604645019","1207","Agriculture"
"Flours of oil seeds","859816","0.00017574374242390682","1208","Agriculture"
"Seeds used for sowing","34531648","0.007058162504053213","1209","Agriculture"
"Plants used in perfumery, pharmacy or insecticide","52394680","0.010709311232057817","1211","Agriculture"
"Seaweeds & edible vegetable products","4691896","0.0009590090927637527","1212","Agriculture"
"Cereal straw and husks","131912","0.00002696240655049731","1213","Agriculture"
"Forage products","15710048","0.0032110854289513252","1214","Agriculture"
"Lac","324162","0.00006625771447800283","1301","Agriculture"
"Vegetable saps and extracts","110680584","0.022622770506507885","1302","Agriculture"
"Vegetable materials used for plaiting","275054","0.00005622019051595373","1401","Agriculture"
"Vegetable products n.e.c.","41525292","0.00848764179932162","1404","Agriculture"
"Pig and poultry fat, rendered","883416","0.000180567509742966","1501","Agriculture"
"Fish oils","27951296","0.0057131588207690685","1504","Agriculture"
"Wool grease","1071038","0.00021891686872332723","1505","Agriculture"
"Other animal fats and oils","6221","0.0000012715532411808158","1506","Agriculture"
"Soybean oil","25181604","0.005147042305791962","1507","Agriculture"
"Peanut oil","450172","0.00009201377040489475","1508","Agriculture"
"Olive oil","96426","0.000019709177436762793","1509","Agriculture"
"Palm oil","1583937","0.0003237518447478248","1511","Agriculture"
"Sunflower seed oil","27844508","0.005691331682444165","1512","Agriculture"
"Coconut & palm kernel oil","1686115","0.0003446367132701481","1513","Agriculture"
"Rapeseed, colza or mustard oil,","2998029","0.0006127878945674458","1514","Agriculture"
"Other vegetable fats and oils","181933024","0.037186549806305605","1515","Agriculture"
"Vegetable fats, hydrogenated","1708728","0.00034925874082887207","1516","Agriculture"
"Margarine","32024984","0.0065458081022285435","1517","Agriculture"
"Animal or vegetable fats and oils, processed","2716860","0.0005553178168838629","1518","Agriculture"
"Stearic acid","1076239","0.00021997993710580295","1519","Agriculture"
"Glycerol","743235","0.00015191494505851531","1520","Agriculture"
"Vegetable waxes and beeswax","14920111","0.0030496247389210007","1521","Agriculture"
"Degras and wax residues","529606","0.00010824983537193492","1522","Agriculture"
"Sausages","14689365","0.00300246096714966","1601","Agriculture"
"Other prepared or preserved meat","53778412","0.010992141791377155","1602","Agriculture"
"Extracts and juices of meat or fish","1106127","0.000226088952259703","1603","Agriculture"
"Prepared or preserved fish","69437080","0.014192725306563512","1604","Agriculture"
"Prepared aquatic invertibrates","169249504","0.03459407737975333","1605","Agriculture"
"Sugarcane & sucrose","659211712","0.13474084375790943","1701","Agriculture"
"Other sugars","149925600","0.03064433091399751","1702","Agriculture"
"Molasses","8866727","0.0018123316919330414","1703","Agriculture"
"Confectionery sugar","724363072","0.14805758109520858","1704","Agriculture"
"Cocoa beans","1268605","0.0002592989550760632","1801","Agriculture"
"Cocoa paste","757499","0.00015483046272966194","1803","Agriculture"
"Cocoa butter","26963276","0.0055112105755751335","1804","Agriculture"
"Cocoa powder","1094119","0.0002236345540407512","1805","Agriculture"
"Chocolates","576540224","0.1178430462141639","1806","Agriculture"
"Malt extract","284173600","0.05808420867031357","1901","Agriculture"
"Pasta","33910912","0.00693128597733442","1902","Agriculture"
"Tapioca","26286","0.000005372777446982628","1903","Agriculture"
"Cereal foods","214935552","0.043932164891591026","1904","Agriculture"
"Bakery products","1239495424","0.25334904739045","1905","Agriculture"
"Pickled fruits and vegetables","195247248","0.03990793618807821","2001","Agriculture"
"Tomatoes, prepared or preserved","3932553","0.0008038017221130592","2002","Agriculture"
"Mushrooms, prepared or preserved","565665","0.00011562018392100083","2003","Agriculture"
"Other vegetables, frozen","80603696","0.016475147227126372","2004","Agriculture"
"Other vegetables, prepared or preserved","142714080","0.02917031843532201","2005","Agriculture"
"Vegetables, fruits and nuts, preserved by sugar","1608641","0.0003288012662668942","2006","Agriculture"
"Jams, jellies and marmalades","52391696","0.010708701311647643","2007","Agriculture"
"Fruits and nuts, otherwise prepared","688409024","0.1407086844117219","2008","Agriculture"
"Fruit juices","550447424","0.11250975825218305","2009","Agriculture"
"Coffee extracts","151486480","0.030963369978954002","2101","Agriculture"
"Yeasts","117309464","0.023977693163540304","2102","Agriculture"
"Sauces and seasonings","339895008","0.06947349286024422","2103","Agriculture"
"Soups and broths","38503212","0.007869937954424061","2104","Agriculture"
"Ice cream","3268198","0.0006680096061277383","2105","Agriculture"
"Food preparations n.e.c.","233318816","0.047689647438236685","2106","Agriculture"
"Waters","56601540","0.011569180460187366","2201","Agriculture"
"Waters, flavored or sweetened","406068992","0.08299925139376736","2202","Agriculture"
"Beer","4482107904","0.9161290520259368","2203","Agriculture"
"Wine","4397001","0.0008987334629521442","2204","Agriculture"
"Other fermented beverages","2286538","0.00046736132534690573","2206","Agriculture"
"Ethyl alcohol > 80%","1950262","0.00039862754657639935","2207","Agriculture"
"Spirits < 80% alcohol","1792702336","0.3664228364914355","2208","Agriculture"
"Vinegars","508980","0.00010403394449384531","2209","Agriculture"
"Flours of fish, for animal feed","136201904","0.02783924971647618","2301","Agriculture"
"Cereal residues","189923","0.00003881967629396948","2302","Agriculture"
"Starch residues","54089","0.000011055625022059018","2303","Agriculture"
"Solid soybean residues","2972557","0.0006075814962135865","2304","Agriculture"
"Solid vegetable oil and fat residues","419267","0.00008569688358305049","2306","Agriculture"
"Wine lees","69492","0.000014203950785426338","2307","Agriculture"
"Vegetable materials for animal feeding","14931268","0.0030519051953607776","2308","Agriculture"
"Animal feed","100814368","0.020606146341102","2309","Agriculture"
"Unmanufactured tobacco","27566102","0.005634426353451369","2401","Agriculture"
"Cigars and cigarettes","171742272","0.03510359148197353","2402","Agriculture"
"Other manufactured tobacco","12927133","0.002642266173497104","2403","Agriculture"
"Salt","192701392","0.03938757106215318","2501","Minerals"
"Sulphur, crude","14657","0.000002995845660824179","2503","Minerals"
"Natural graphite","5949953","0.0012161520691245007","2504","Minerals"
"Natural sands","2212576","0.00045224372032774235","2505","Minerals"
"Quartz","72224","0.00001476236317168353","2506","Minerals"
"Kaolin","91647","0.000018732364554653307","2507","Minerals"
"Clays","7318860","0.001495952444100406","2508","Minerals"
"Chalk","30713","0.000006277642613146825","2509","Minerals"
"Natural calcium phosphates","919","1.8784076975488985e-7","2510","Minerals"
"Natural barium sulfate","37951732","0.007757217140817503","2511","Minerals"
"Siliceous fossil meals and earths","17065844","0.0034882059559051886","2512","Minerals"
"Natural abrasives","2175376","0.00044464015489261506","2513","Minerals"
"Marble","9983601","0.002040617297895199","2515","Minerals"
"Granite","336946","0.00006887072470710677","2516","Minerals"
"Gravel","65779504","0.013445128036403544","2517","Minerals"
"Dolomite","273958","0.000055996171491305894","2518","Minerals"
"Natural magnesia","27489890","0.005618848855361533","2519","Minerals"
"Gypsum","61169644","0.01250288684939345","2520","Minerals"
"Limstone","1340","2.738918732008187e-7","2521","Minerals"
"Quicklime","6795738","0.0013890279183596905","2522","Minerals"
"Cements","134622400","0.027516403963276044","2523","Minerals"
"Mica","11458","0.000002341979912787299","2525","Minerals"
"Natural steatite","17432","0.0000035630471146542326","2526","Minerals"
"Feldspar","180957328","0.036987120548757434","2529","Minerals"
"Mineral substances n.e.c.","37518016","0.00766856692613305","2530","Minerals"
"Iron ores and concentrates","27829232","0.005688209315089677","2601","Minerals"
"Manganese > 47% by weight","13695378","0.0027992930855323","2602","Minerals"
"Copper ore","1912022272","0.3908114639401234","2603","Minerals"
"Nickel ore","542532","0.00011089186996372132","2604","Minerals"
"Aluminum ore","403692","0.00008251340154939173","2606","Minerals"
"Lead ore","579145216","0.11837549855636773","2607","Minerals"
"Zinc ore","783150400","0.16007352989102275","2608","Minerals"
"Tungsten ore","2810","5.743553460405228e-7","2611","Minerals"
"Molybdenum ore","273276768","0.05585692976849668","2613","Minerals"
"Titanium ore","1236282","0.00025269223342123476","2614","Minerals"
"Zirconium ore","13658574","0.0027917704612776114","2615","Minerals"
"Precious metal ores","806241472","0.16479327389422793","2616","Minerals"
"Other ores","11172757","0.0022836771220504175","2617","Minerals"
"Granulated iron or steel slag","3931600","0.000803606931848014","2618","Minerals"
"Iron or steel slag","2926582","0.0005981843478028347","2619","Minerals"
"Slag, ash and residues containing metals","125254728","0.02560168065610376","2620","Minerals"
"Other slag and ash","221219","0.00004521648231165068","2621","Minerals"
"Coal","25774686","0.005268266440076804","2701","Minerals"
"Lignite","57312","0.000011714396296183076","2702","Minerals"
"Coke","9396014","0.001920516324687401","2704","Minerals"
"Tar distilled from coal, lignite etc.","1694061","0.0003462608511988449","2706","Minerals"
"Oils etc. from high temperature coal tar","19969184","0.004081639710486432","2707","Minerals"
"Pitch and pitch coke","1876117","0.00038347253692082116","2708","Minerals"
"Petroleum oils, crude","23509202944","4.805208680440569","2709","Minerals"
"Petroleum oils, refined","2380686080","0.4866049029509807","2710","Minerals"
"Petroleum gases","47051268","0.009617134275368462","2711","Minerals"
"Petroleum jelly","1345650","0.00027504671580050875","2712","Minerals"
"Petroleum coke","4517738","0.0009234117339182988","2713","Minerals"
"Bituminous mixtures","170558","0.000034861529932377044","2715","Minerals"
"Electrical energy","115188352","0.0235441444031308","2716","Minerals"
"Iodine","4839335","0.0009891451702957344","2801","Chemicals"
"Carbon","46424964","0.009489119666597443","2803","Chemicals"
"Silicon & rare gases","3682432","0.0007526777600109233","2804","Chemicals"
"Rare-earth metals","4406666","0.0009007089591868352","2805","Chemicals"
"Hydrochloric acid","320811","0.00006557278039808048","2806","Chemicals"
"Sulfiric acid, oleum","38625128","0.007894857209359249","2807","Chemicals"
"Sulfonitric acids","59339","0.00001212870885362939","2808","Chemicals"
"Phosphoric acid etc.","40739624","0.008327053679744054","2809","Chemicals"
"Oxides of boron; boric acids","3927","8.026667060146381e-7","2810","Chemicals"
"Other inorganic acids","162738528","0.033263253937211856","2811","Chemicals"
"Halides of nonmetals","26127","0.000005340278336655068","2812","Chemicals"
"Sulfides of nonmetals","17054","0.000003485785078781166","2813","Chemicals"
"Ammonia","2048499","0.0004187068868358238","2814","Chemicals"
"Sodium hydroxide","7606627","0.0015547711326641225","2815","Chemicals"
"Hydroxides or peroxides of magnesium","11713306","0.002394163672921186","2816","Chemicals"
"Zinc oxide or peroxide","188588016","0.03854680967572087","2817","Chemicals"
"Aluminum oxide","676368","0.00013824753618887415","2818","Chemicals"
"Chromium oxides and hydroxides","10977","0.0000022436649941234234","2819","Chemicals"
"Manganese oxides","4051231","0.0008280591398203179","2820","Chemicals"
"Iron oxides and hydroxides","25963","0.000005306757241726012","2821","Chemicals"
"Titanium oxides","3034932","0.0006203307541172441","2823","Chemicals"
"Lead oxides","552944","0.00011302005069787575","2824","Chemicals"
"Metal base oxides, n.e.c.","11836023","0.002419246649789533","2825","Chemicals"
"Flourides","63459668","0.012970960702404517","2826","Chemicals"
"Chlorides, bromides, iodides etc.","37230528","0.007609805264310098","2827","Chemicals"
"Hyopchlorites","294495","0.00006019387104348889","2828","Chemicals"
"Sodium chlorate","75762","0.000015485519475701812","2829","Chemicals"
"Sulfides; polysulfides","8578831","0.0017534866361666067","2830","Chemicals"
"Dithionites and sulfoxylates","25064","0.000005123004410377105","2831","Chemicals"
"Sulfites","61746","0.000012620692240789369","2832","Chemicals"
"Sulfates","195158800","0.0398898576892716","2833","Chemicals"
"Nitrites, nitrates","2515920","0.0005142462997189581","2834","Chemicals"
"Phosphates","43103600","0.008810243093805082","2835","Chemicals"
"Carbonates","21456500","0.004385642520398035","2836","Chemicals"
"Cyanides","317971","0.00006499229314443099","2837","Chemicals"
"Silicates","2214491","0.00045263514043011513","2839","Chemicals"
"Borates","879581","0.0001797836475536189","2840","Chemicals"
"Salts of oxometallic acids","3307160","0.0006759733189364326","2841","Chemicals"
"Other salts of acids","760731","0.0001554910735760687","2842","Chemicals"
"Compounds of precious metals","13046633","0.0026666916054728486","2843","Chemicals"
"Uranium","490572","0.00010027140598497913","2844","Chemicals"
"Compounds of rare-earth metals","57191","0.000011689664268826883","2846","Chemicals"
"Hydrogen peroxide","1869820","0.00038218544951369764","2847","Chemicals"
"Carbides","2907677","0.0005943202240245799","2849","Chemicals"
"Hydrides, nitrides, azides, silicides and borides","262915","0.00005373901630044273","2850","Chemicals"
"Inorganic compounds, liquid or compressed air","20884242","0.004268674747581502","2851","Chemicals"
"Acyclic hydrocarbons","2503446","0.0005116966525351469","2901","Chemicals"
"Cyclic hydrocarbons","19314534","0.003947831266612614","2902","Chemicals"
"Halogenated derivatives of hydrocarbons","26797422","0.005477310528755844","2903","Chemicals"
"Sulfonated, nitrated derivatives of hydrocarbons","199501","0.00004077738999659443","2904","Chemicals"
"Acyclic alcohols","48776096","0.00996968380661415","2905","Chemicals"
"Cyclic alcohols","1885329","0.0003853554413506167","2906","Chemicals"
"Phenols, phenol-alcohols","2190762","0.0004477850059083374","2907","Chemicals"
"Derivatives of phenols","21571610","0.004409170649893666","2908","Chemicals"
"Ethers","6051541","0.0012369163434638477","2909","Chemicals"
"Epoxides","17611","0.000003599634163387775","2910","Chemicals"
"Acetals and hemiacetals","2975949","0.0006082748105672413","2911","Chemicals"
"Aldehydes","20604996","0.004211597725175655","2912","Chemicals"
"Derivatives of aldehydes","11200","0.0000022892455073501266","2913","Chemicals"
"Ketones and quinones","48944580","0.010004121417333827","2914","Chemicals"
"Saturated acyclic monocarboxylic acids","269906752","0.055168108876737926","2915","Chemicals"
"Unsaturated acyclic monocarboxylic acids","77768008","0.015895541332997205","2916","Chemicals"
"Polycarboxylic acids","382122976","0.07810475946993395","2917","Chemicals"
"Carboxylic acids with additional oxygen function","76055280","0.015545465004487138","2918","Chemicals"
"Phosporic esters","260443","0.00005323374711346331","2919","Chemicals"
"Esters of other inorganic acids of nonmetals","16125688","0.0032960409649044507","2920","Chemicals"
"Amine-function compounds","33504296","0.006848174919190073","2921","Chemicals"
"Oxygen-function amino-compounds","29587374","0.00604756812533821","2922","Chemicals"
"Quaternary ammonium salts and hydroxides","8287525","0.0016939445869019517","2923","Chemicals"
"Carboxyamide-function compounds","1549973","0.00031680970774678553","2924","Chemicals"
"Carboxyimide-function compounds","1521568","0.00031100381322568906","2925","Chemicals"
"Nitrile-function compounds","8207591","0.0016776063234747618","2926","Chemicals"
"Diazo-, azo-, or azoxy-compounds","18747628","0.0038319574261135216","2927","Chemicals"
"Organix derivatives of hydrazine","8643721","0.0017667499523248162","2928","Chemicals"
"Isocyanates","723072","0.00014779368995452416","2929","Chemicals"
"Organo-sulfur compounds","25115918","0.005133616289685194","2930","Chemicals"
"Other organo-inorganic compounds","4795380","0.0009801609036639866","2931","Chemicals"
"Heterocyclic compounds with oxygen hetero-atom(s) only","64405420","0.01316426949857125","2932","Chemicals"
"Heterocyclic compounds with nitrogen hetero-atom(s) only","211789024","0.04328902425875608","2933","Chemicals"
"Nucleic acids and their salts","105204808","0.021503538755860058","2934","Chemicals"
"Sulfonamides","222949","0.00004557008898376816","2935","Chemicals"
"Vitamins","6019596","0.0012303868838448922","2936","Chemicals"
"Hormones","52130208","0.010655253969752468","2937","Chemicals"
"Glycosides","1635089","0.00033420715601496526","2938","Chemicals"
"Vegetable alkaloids","10556057","0.0021576255413019514","2939","Chemicals"
"Other sugars, chemically pure","97061","0.000019838969481152735","2940","Chemicals"
"Antibiotics","65775200","0.013444248312058574","2941","Chemicals"
"Other organic compounds","719087","0.0001469791682271322","2942","Chemicals"
"Heparin for therapeutic use","2021897","0.00041326951996202674","3001","Chemicals"
"Serums and vaccines","193085392","0.03946605947954804","3002","Chemicals"
"Medicaments, not packaged","11512244","0.0023530672193320047","3003","Chemicals"
"Medicaments, packaged","1210619136","0.24744682305357962","3004","Chemicals"
"Wadding, gauze and bandages","145846048","0.029810483048997402","3005","Chemicals"
"Pharmaceutical goods","260094016","0.05316241585862964","3006","Chemicals"
"Animal or vegetable fertilizers","7872756","0.0016091670806664066","3101","Chemicals"
"Nitrogenous fertilizers","7019581","0.001434780738190206","3102","Chemicals"
"Phosphatic fertilizers","41145100","0.008409931725399259","3103","Chemicals"
"Potassic fertilizers","1437928","0.0002939080548118708","3104","Chemicals"
"Mixed fertilizers","299089856","0.06113304545910681","3105","Chemicals"
"Vegetable tanning extracts","63290","0.000012936281085731205","3201","Chemicals"
"Synthetic tanning substances","1945722","0.00039769958455824133","3202","Chemicals"
"Coloring matter of animal or vegetable origin","17703490","0.0036185388345462404","3203","Chemicals"
"Synthetic organic coloring matter","131835720","0.026946815153416896","3204","Chemicals"
"Color lakes","2599527","0.0005313353130344064","3205","Chemicals"
"Other coloring matter","587910784","0.12016715366024024","3206","Chemicals"
"Prepared pigments","41807604","0.008545345502685106","3207","Chemicals"
"Paints and varnishes, nonaqueous","68903952","0.014083755585238283","3208","Chemicals"
"Paints and varnishes, aqueous","44937016","0.009184987677832209","3209","Chemicals"
"Other paints and varnishes","529263","0.00010817972722827233","3210","Chemicals"
"Prepared driers","15670","0.0000032028997410871856","3211","Chemicals"
"Pigments, nonaqueous","4975381","0.001016952553714748","3212","Chemicals"
"Artists' colors","3235385","0.0006613027299819633","3213","Chemicals"
"Glaziers' putty","58986088","0.012056574727692787","3214","Chemicals"
"Ink","27220574","0.005563801494374256","3215","Chemicals"
"Essential oils","125804256","0.02571400248692189","3301","Chemicals"
"Mixtures of odoriferous subtances","162293520","0.033172295672503384","3302","Chemicals"
"Perfumes","139876304","0.028590285760423263","3303","Chemicals"
"Make-up preparations","248986240","0.050892020652857174","3304","Chemicals"
"Hair products","683795392","0.13976567223952846","3305","Chemicals"
"Dental hygiene products","292714592","0.05982996113141298","3306","Chemicals"
"Toiletries","277137728","0.05664609810189477","3307","Chemicals"
"Soap","104276704","0.021313837156542767","3401","Chemicals"
"Cleaning products","535896928","0.10953568168095842","3402","Chemicals"
"Lubricants","12557786","0.0025667727841753854","3403","Chemicals"
"Artificial and prepared waxes","20314034","0.004152125988451582","3404","Chemicals"
"Polishes and creams","5900990","0.001206144182715895","3405","Chemicals"
"Candles","33727196","0.0068937349927247465","3406","Chemicals"
"Modeling pastes","5783445","0.0011821183467193351","3407","Chemicals"
"Casein","72415","0.000014801402983460662","3501","Chemicals"
"Albumins","1959479","0.0004005114729907963","3502","Chemicals"
"Gelatin","3183753","0.0006507493081930793","3503","Chemicals"
"Peptones","8248819","0.001686033199704854","3504","Chemicals"
"Dextrins and other modified starches","10377176","0.0021210628158019247","3505","Chemicals"
"Glues and adhesives","83232424","0.017012451134630433","3506","Chemicals"
"Enzymes","46851780","0.009576359542531832","3507","Chemicals"
"Propellant powders","4999","0.0000010217802045752932","3601","Chemicals"
"Prepared explosives, except gunpowder","29376478","0.006004461632434807","3602","Chemicals"
"Detonators","100814072","0.02060608583961359","3603","Chemicals"
"Fireworks","598412","0.00012231356987003607","3604","Chemicals"
"Matches","386410","0.00007898101397278236","3605","Chemicals"
"Ferrocerium and other pyrophoric alloys","41531","0.000008488808496942688","3606","Chemicals"
"Photographic plates","21765740","0.004448850224031334","3701","Chemicals"
"Photographic film in rolls","6476206","0.0013237165616226726","3702","Chemicals"
"Photographic paper","581017","0.0001187580854414329","3703","Chemicals"
"Photographic film, developed","114472","0.000023397724260480687","3705","Chemicals"
"Motion-picture film","5273","0.0000010777849607372515","3706","Chemicals"
"Chemical preparations for photographic uses","12684685","0.002592710548964423","3707","Chemicals"
"Artificial graphite","51916752","0.010611624220733099","3801","Chemicals"
"Activated carbon","37310072","0.00762606381293837","3802","Chemicals"
"Tall oil","7043","0.000001439567509666691","3803","Chemicals"
"Residual lyes","2611488","0.0005337801045981042","3804","Chemicals"
"Turpentines","5875547","0.0012009437118727245","3805","Chemicals"
"Rosin and resin acids","26196310","0.005354445087200999","3806","Chemicals"
"Insecticides, rodenticides, fungicides, etc.","205043904","0.04191034250370809","3808","Chemicals"
"Finishing agents","130674888","0.02670954466763223","3809","Chemicals"
"Pickling preparations for metal surfaces","29916912","0.00611492467765974","3810","Chemicals"
"Anti-knock","102552736","0.020961463406648534","3811","Chemicals"
"Stabilizers for rubber or plastic","56782864","0.011606242527363681","3812","Chemicals"
"Preparations for fire extinguishers","2370342","0.000484490604855653","3813","Chemicals"
"Organic composite solvents and thinners","3213567","0.0006568431979748772","3814","Chemicals"
"Catalytic preparations","36922384","0.007546821579701445","3815","Chemicals"
"Refractory cements","9857758","0.002014895376253997","3816","Chemicals"
"Mixed alkylbenzenes","10104","0.000002065226482702293","3817","Chemicals"
"Chemical elements for electronics","75669","0.000015466510562113994","3818","Chemicals"
"Hydraulic fluids","2683732","0.0005485465557081938","3819","Chemicals"
"Antifreezing preparation","2418683","0.0004943713563798327","3820","Chemicals"
"Prepared culture media for micro-organisms","860003","0.00017578196464800277","3821","Chemicals"
"Diagnostic or laboratory reagents","3278554","0.0006701263406343561","3822","Chemicals"
"Industrial monocarboxylic fatty acids","243476016","0.04976574783709888","3823","Chemicals"
"Polymers of ethylene","436538112","0.08922704568599164","3901","Chemicals"
"Polymers of propylene","59863952","0.012236007425734254","3902","Chemicals"
"Polymers of styrene","643534400","0.131536449466541","3903","Chemicals"
